,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.1,Ast.1,G+A.1,G-PK.1,G+A-PK,xG.1,xAG.1,xG+xAG,npxG.1,npxG+xAG.1,Matches,-9999,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,xA,A-xAG,KP,1/3,PPA,CrsPA,SCA,SCA90,PassLive,PassDead,TO,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,TO.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Lost,Blocks,Pass,Int,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Live,Succ,Succ%,Tkld,Tkld%,Carries,CPA,Mis,Dis,Rec
347,Wout Faes,BEL,DF,Leicester City,25,1998,26,26,2336,26.0,0,1,1,0,0,0,6,1,0.9,0.9,0.5,1.4,10,67,2,0.0,0.04,0.04,0.0,0.04,0.03,0.02,0.05,0.03,0.05,Matches,9c221d14,11,2,18.2,0.42,0.08,0.0,0.0,12.5,0,0.08,-0.9,-0.9,1409,1641,85.9,26223,9135,511,566,90.3,779,848,91.9,107,195,54.9,0.5,0.5,8,65,5,0,21,0.81,15,0,1,0,2,3,0.12,2,0,0,0,0,1,48,28,23,23,2,24,61.5,15,48,14,36,84,84,2,1913,299,16,1913,8,72.7,3,27.3,1115,0,13,4,1286
348,Felipe,BRA,DF,Nott'ham Forest,33,1989,12,11,1070,11.9,0,1,1,0,0,0,3,0,0.7,0.7,0.5,1.2,2,16,2,0.0,0.08,0.08,0.0,0.08,0.06,0.04,0.1,0.06,0.1,Matches,51a3c4c8,9,1,11.1,0.76,0.08,0.0,0.0,10.1,0,0.08,-0.7,-0.7,349,478,73.0,6828,2730,130,155,83.9,173,208,83.2,41,91,45.1,0.8,0.5,5,12,1,0,11,0.93,9,0,0,0,0,1,0.08,1,0,0,0,0,0,31,17,19,12,0,19,59.4,13,28,18,27,58,66,0,656,124,28,656,13,76.5,3,17.6,334,0,9,3,326
349,João Félix,POR,FWMF,Chelsea,23,1999,12,10,803,8.9,2,0,2,2,0,0,0,1,3.6,3.6,0.5,4.1,32,41,72,0.22,0.0,0.22,0.22,0.22,0.4,0.06,0.46,0.4,0.46,Matches,8aafd64f,36,13,36.1,4.03,1.46,0.06,0.15,18.3,2,0.1,-1.6,-1.6,231,303,76.2,3474,1002,143,164,87.2,62,85,72.9,19,35,54.3,0.9,-0.5,7,27,14,1,27,3.03,13,2,5,4,0,1,0.11,1,0,0,0,0,0,14,7,5,6,3,4,36.4,7,3,3,1,15,0,1,415,0,39,415,20,40.8,22,44.9,280,9,16,8,333
350,Evan Ferguson,IRL,FW,Brighton,18,2004,13,7,601,6.7,4,2,6,4,0,0,1,0,3.5,3.5,0.4,3.9,6,8,39,0.6,0.3,0.9,0.6,0.9,0.52,0.06,0.58,0.52,0.58,Matches,4596da74,23,12,52.2,3.44,1.8,0.17,0.33,15.8,0,0.15,0.5,0.5,126,156,80.8,1680,226,88,104,84.6,33,38,86.8,4,6,66.7,0.4,1.6,5,2,5,0,12,1.8,10,0,0,0,0,2,0.3,2,0,0,0,0,0,6,3,1,3,2,1,20.0,4,9,8,1,7,4,0,231,7,24,231,5,55.6,4,44.4,132,3,16,12,172
351,Bruno Fernandes,POR,MFFW,Manchester Utd,28,1994,29,29,2608,29.0,5,6,11,4,1,1,6,0,5.9,5.1,12.3,17.4,65,202,175,0.17,0.21,0.38,0.14,0.35,0.2,0.42,0.63,0.18,0.6,Matches,507c7bdf,68,24,35.3,2.27,0.8,0.06,0.17,20.7,4,0.09,-1.7,-1.9,1238,1674,74.0,21119,7268,638,748,85.3,400,509,78.6,155,277,56.0,8.3,-6.0,91,119,67,8,165,5.5,124,21,5,6,0,15,0.5,14,0,0,1,0,0,58,35,21,22,15,27,47.4,30,29,24,20,78,39,1,1979,63,116,1978,24,47.1,22,43.1,1152,19,33,36,1370
352,Enzo Fernández,ARG,MF,Chelsea,22,2001,12,12,1027,11.4,0,2,2,0,0,0,1,0,0.6,0.6,1.5,2.1,12,112,17,0.0,0.18,0.18,0.0,0.18,0.06,0.13,0.18,0.06,0.18,Matches,5ff4ab71,13,2,15.4,1.14,0.18,0.0,0.0,23.2,1,0.05,-0.6,-0.6,846,964,87.8,16042,4656,345,378,91.3,357,397,89.9,126,154,81.8,1.5,0.5,13,112,12,0,35,3.07,29,3,0,1,0,4,0.35,4,0,0,0,0,0,35,22,21,12,2,15,34.9,28,25,23,12,47,11,0,1092,33,9,1092,9,50.0,8,44.4,743,1,16,10,829
353,Roberto Firmino,BRA,FWMF,Liverpool,31,1991,23,12,1138,12.6,9,4,13,9,0,0,0,0,4.9,4.9,2.3,7.2,13,76,90,0.71,0.32,1.03,0.71,1.03,0.38,0.18,0.57,0.38,0.57,Matches,4c370d81,37,23,62.2,2.93,1.82,0.24,0.39,12.5,0,0.13,4.1,4.1,426,540,78.9,5731,1847,263,307,85.7,119,148,80.4,18,26,69.2,1.9,1.7,20,45,18,1,42,3.32,32,0,4,0,0,7,0.55,4,0,1,2,0,0,16,12,2,11,3,3,17.6,14,15,14,6,22,2,0,702,3,78,702,13,56.5,9,39.1,399,6,37,22,541
354,Junior Firpo,ESP,DF,Leeds United,26,1996,16,12,1158,12.9,1,1,2,1,0,0,5,0,0.1,0.1,0.8,0.9,18,48,32,0.08,0.08,0.16,0.08,0.16,0.01,0.06,0.07,0.01,0.07,Matches,24f59bb2,1,1,100.0,0.08,0.08,1.0,1.0,10.9,0,0.07,0.9,0.9,414,555,74.6,6468,2866,212,252,84.1,180,226,79.6,17,46,37.0,0.7,0.2,8,35,7,3,20,1.55,15,2,0,2,1,2,0.16,2,0,0,0,0,0,40,22,23,12,5,21,52.5,19,20,13,20,60,35,0,701,41,12,701,5,38.5,8,61.5,317,0,8,8,329
355,Phil Foden,ENG,FW,Manchester City,22,2000,25,17,1410,15.7,9,6,15,9,0,0,1,0,4.8,4.8,3.3,8.1,40,63,222,0.57,0.38,0.96,0.57,0.96,0.31,0.21,0.52,0.31,0.52,Matches,ed1e53f3,35,19,54.3,2.23,1.21,0.26,0.47,14.6,1,0.14,4.2,4.2,680,850,80.0,10411,1870,389,431,90.3,220,261,84.3,43,89,48.3,3.5,2.7,34,28,26,8,75,4.79,59,8,3,1,0,13,0.83,10,0,3,0,0,0,14,8,8,4,2,7,53.8,6,17,16,5,19,8,0,1012,11,106,1012,26,45.6,25,43.9,671,15,29,24,796
356,Datro Fofana,CIV,FW,Chelsea,20,2002,2,1,61,0.7,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,2,1,8,0.0,0.0,0.0,0.0,0.0,0.35,0.17,0.53,0.35,0.53,Matches,e82900ef,3,1,33.3,4.43,1.48,0.0,0.0,19.1,0,0.08,-0.2,-0.2,4,6,66.7,53,28,2,3,66.7,2,2,100.0,0,0,,0.1,-0.1,2,0,1,0,5,7.38,1,0,4,0,0,0,0.0,0,0,0,0,0,0,2,1,0,1,1,0,,0,1,1,0,2,0,0,27,0,5,27,5,71.4,1,14.3,20,1,8,3,19
357,Wesley Fofana,FRA,DF,Leicester City,22,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,3,6,1,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,Matches,132a82f1,2,1,50.0,1.0,0.5,0.0,0.0,10.1,0,0.06,-0.1,-0.1,117,140,83.6,1995,559,44,44,100.0,64,74,86.5,6,13,46.2,0.0,0.0,0,16,0,0,2,1.0,1,0,0,0,1,0,0.0,0,0,0,0,0,0,4,2,1,2,1,1,33.3,2,1,0,9,13,5,0,169,11,3,169,2,66.7,0,0.0,116,2,3,0,115
421,Pablo Fornals,ESP,FWMF,West Ham,27,1996,26,12,1128,12.5,2,1,3,2,0,0,0,0,1.7,1.7,1.5,3.3,24,58,76,0.16,0.08,0.24,0.16,0.24,0.14,0.12,0.26,0.14,0.26,Matches,82927de4,19,6,31.6,1.52,0.48,0.11,0.33,22.4,0,0.09,0.3,0.3,420,585,71.8,7177,2094,201,232,86.6,152,202,75.2,50,100,50.0,1.8,-0.5,14,45,8,4,42,3.35,36,1,1,0,1,2,0.16,1,0,1,0,0,0,23,9,7,8,8,9,31.0,20,14,12,12,35,8,0,697,11,25,697,9,47.4,9,47.4,381,7,15,12,465
422,Adam Forshaw,ENG,MF,Leeds United,31,1991,7,2,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,Matches,9f1938ab,0,0,,0.0,0.0,,,,0,,0.0,0.0,63,75,84.0,897,345,40,42,95.2,10,12,83.3,7,14,50.0,0.2,-0.5,2,8,0,0,4,1.96,3,1,0,0,0,0,0.0,0,0,0,0,0,0,3,2,1,2,0,2,28.6,5,3,3,1,4,2,0,92,4,0,92,4,80.0,1,20.0,54,0,5,1,59
423,Fraser Forster,ENG,GK,Tottenham,35,1988,8,7,675,7.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,c3e39f12,0,0,,0.0,0.0,,,,0,,0.0,0.0,169,210,80.5,3859,2436,49,49,100.0,85,85,100.0,34,73,46.6,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,0,235,214,0,235,0,,0,,119,0,1,0,96
424,Tyrese Francois,AUS,FW,Fulham,22,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6722d4f0,0,0,,0.0,0.0,,,,0,,0.0,0.0,2,2,100.0,12,2,1,1,100.0,0,0,,0,0,,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,5,0,0,5,0,,0,,1,0,1,0,2
425,Ryan Fraser,SCO,FW,Newcastle Utd,29,1994,8,3,313,3.5,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,8,9,23,0.0,0.0,0.0,0.0,0.0,0.09,0.11,0.2,0.09,0.2,Matches,d56543a0,6,1,16.7,1.73,0.29,0.0,0.0,16.6,0,0.05,-0.3,-0.3,85,122,69.7,1228,289,50,59,84.7,28,41,68.3,3,8,37.5,0.3,-0.4,5,4,4,1,8,2.3,6,1,0,0,0,0,0.0,0,0,0,0,0,0,2,2,0,0,2,2,40.0,3,3,2,0,2,3,0,147,1,9,147,1,50.0,0,0.0,94,1,7,1,107
426,Fred,BRA,MF,Manchester Utd,30,1993,27,10,1025,11.4,2,1,3,2,0,0,5,0,1.9,1.9,2.0,3.8,8,57,36,0.18,0.09,0.26,0.18,0.26,0.16,0.17,0.34,0.16,0.34,Matches,b853e0ad,25,5,20.0,2.13,0.43,0.08,0.4,19.4,0,0.08,0.1,0.1,525,670,78.4,8081,2257,287,334,85.9,168,201,83.6,43,70,61.4,1.1,-1.0,22,49,8,2,44,3.76,36,0,0,2,2,3,0.26,2,0,0,1,0,0,40,25,22,15,3,10,30.3,23,33,32,15,55,15,0,855,31,29,855,8,38.1,9,42.9,468,2,24,14,519
427,Ryan Fredericks,ENG,DF,Bournemouth,30,1992,12,5,533,5.9,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,13,15,28,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,c067631c,0,0,,0.0,0.0,,,,0,,0.0,0.0,149,220,67.7,2139,735,85,96,88.5,55,88,62.5,4,15,26.7,0.3,-0.1,1,5,6,1,5,0.84,4,0,1,0,0,1,0.17,1,0,0,0,0,0,3,2,2,0,1,1,25.0,3,7,5,1,4,27,0,279,33,7,279,3,30.0,5,50.0,120,2,4,3,152
428,Remo Freuler,SUI,MF,Nott'ham Forest,31,1992,28,24,2161,24.0,0,0,0,0,0,0,4,0,0.4,0.4,0.8,1.2,7,54,11,0.0,0.0,0.0,0.0,0.0,0.02,0.03,0.05,0.02,0.05,Matches,98d2c2c4,8,1,12.5,0.33,0.04,0.0,0.0,20.0,0,0.05,-0.4,-0.4,664,836,79.4,9828,3216,371,429,86.5,238,285,83.5,30,66,45.5,0.7,-0.8,12,47,6,3,29,1.21,27,1,0,0,0,0,0.0,0,0,0,0,0,0,43,23,23,15,5,19,44.2,24,36,27,29,72,45,0,1058,71,13,1058,6,50.0,4,33.3,491,0,20,8,557
429,Cody Gakpo,NED,FW,Liverpool,23,1999,15,13,1057,11.7,6,1,7,6,0,0,0,0,4.2,4.2,1.3,5.5,23,32,81,0.51,0.09,0.6,0.51,0.6,0.35,0.11,0.47,0.35,0.47,Matches,1971591f,30,8,26.7,2.55,0.68,0.2,0.75,13.8,0,0.14,1.8,1.8,207,283,73.1,2710,725,121,153,79.1,62,84,73.8,7,14,50.0,0.8,-0.3,15,23,7,1,31,2.64,22,0,2,1,2,3,0.26,3,0,0,0,0,0,13,7,3,6,4,5,22.7,17,8,7,4,17,1,0,420,5,52,420,14,45.2,9,29.0,257,7,28,21,316
430,Conor Gallagher,ENG,MFFW,Chelsea,23,2000,29,13,1203,13.4,2,1,3,2,0,0,9,1,1.5,1.5,2.2,3.7,32,79,69,0.15,0.07,0.22,0.15,0.22,0.11,0.17,0.28,0.11,0.28,Matches,c2731c10,19,8,42.1,1.42,0.6,0.11,0.25,18.4,0,0.08,0.5,0.5,529,667,79.3,7989,1957,292,332,88.0,188,224,83.9,26,51,51.0,1.5,-1.2,20,54,15,5,38,2.84,27,4,3,1,1,3,0.22,2,0,1,0,0,0,35,24,15,12,8,8,30.8,18,33,25,18,53,17,0,874,27,41,874,20,44.4,19,42.2,528,11,28,28,584
431,Idrissa Gana Gueye,SEN,MF,Everton,33,1989,27,26,2094,23.3,0,1,1,0,0,0,5,0,0.3,0.3,1.0,1.3,24,81,15,0.0,0.04,0.04,0.0,0.04,0.01,0.04,0.06,0.01,0.06,Matches,72c812f3,10,4,40.0,0.41,0.17,0.0,0.0,26.0,1,0.04,-0.4,-0.4,902,1074,84.0,14521,3780,455,502,90.6,377,423,89.1,52,96,54.2,0.8,-0.1,11,96,5,0,44,1.82,30,0,1,6,5,3,0.12,2,0,0,0,0,1,83,48,43,30,10,24,49.0,25,44,34,50,133,30,3,1367,68,9,1367,16,51.6,8,25.8,732,3,28,17,748
432,Alejandro Garnacho,ESP,FWMF,Manchester Utd,18,2004,15,4,453,5.0,2,2,4,2,0,0,2,0,1.6,1.6,1.0,2.6,25,5,68,0.4,0.4,0.79,0.4,0.79,0.32,0.2,0.52,0.32,0.52,Matches,7aa8adfe,16,6,37.5,3.18,1.19,0.13,0.33,16.1,0,0.1,0.4,0.4,115,143,80.4,1327,143,87,102,85.3,20,21,95.2,2,2,100.0,0.9,1.0,2,1,1,0,14,2.78,10,0,2,1,0,5,0.99,4,0,1,0,0,0,3,1,0,0,3,1,12.5,7,5,5,4,7,2,0,237,2,42,237,10,27.0,23,62.2,167,20,20,12,183
433,James Garner,ENG,MF,Everton,22,2001,10,2,360,4.0,0,1,1,0,0,0,1,0,0.2,0.2,0.1,0.4,2,15,6,0.0,0.25,0.25,0.0,0.25,0.05,0.04,0.09,0.05,0.09,Matches,4e015693,6,2,33.3,1.46,0.49,0.0,0.0,23.3,0,0.04,-0.2,-0.2,123,167,73.7,1913,503,61,70,87.1,58,69,84.1,2,20,10.0,0.2,0.9,2,11,1,1,5,1.22,3,0,0,1,0,2,0.49,2,0,0,0,0,0,10,8,1,7,2,4,36.4,7,4,4,7,17,2,0,211,8,5,211,3,60.0,1,20.0,117,1,3,2,113
434,David de Gea,ESP,GK,Manchester Utd,32,1990,30,30,2700,30.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,7ba6d84e,0,0,,0.0,0.0,,,,0,,0.0,0.0,717,999,71.8,18637,13329,172,172,100.0,325,330,98.5,215,486,44.2,0.2,-0.1,1,6,1,0,4,0.13,2,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,12,1,1065,902,0,1065,0,,0,,665,0,0,0,648
435,Joe Gelhardt,ENG,FW,Leeds United,20,2002,15,1,212,2.4,0,2,2,0,0,0,1,0,0.8,0.8,0.5,1.3,2,6,21,0.0,0.85,0.85,0.0,0.85,0.36,0.2,0.55,0.36,0.55,Matches,01962d0d,10,2,20.0,4.25,0.85,0.0,0.0,23.5,1,0.08,-0.8,-0.8,43,67,64.2,518,118,23,30,76.7,11,17,64.7,2,2,100.0,0.4,1.5,2,3,1,0,4,1.7,4,0,0,0,0,2,0.85,2,0,0,0,0,0,6,2,1,3,2,3,60.0,2,5,5,0,6,4,0,115,4,14,115,1,11.1,7,77.8,68,2,9,7,84
436,Saman Ghoddos,IRN,MFDF,Brentford,29,1993,12,0,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.4,0,6,4,0.0,0.0,0.0,0.0,0.0,0.04,0.26,0.29,0.04,0.29,Matches,f7b1d4e0,1,1,100.0,0.77,0.77,0.0,0.0,19.2,0,0.05,0.0,0.0,48,66,72.7,773,265,27,30,90.0,16,20,80.0,5,15,33.3,0.3,-0.3,2,3,1,0,3,2.29,0,2,0,0,0,0,0.0,0,0,0,0,0,0,2,1,0,1,1,1,33.3,2,4,3,4,6,2,0,84,7,1,84,0,0.0,2,100.0,34,0,3,1,33
437,Morgan Gibbs-White,ENG,FWMF,Wolves,23,2000,2,2,180,2.0,0,0,0,0,0,0,1,0,0.7,0.7,0.1,0.8,4,12,12,0.0,0.0,0.0,0.0,0.0,0.36,0.04,0.4,0.36,0.4,Matches,32f60ed8,3,1,33.3,1.5,0.5,0.0,0.0,11.5,0,0.24,-0.7,-0.7,75,95,78.9,1122,345,47,58,81.0,17,21,81.0,7,9,77.8,0.2,-0.1,1,10,1,0,4,2.0,2,1,1,0,0,0,0.0,0,0,0,0,0,0,3,1,3,0,0,2,66.7,1,2,2,1,4,3,0,119,1,4,119,2,25.0,5,62.5,62,1,3,1,82
501,Billy Gilmour,SCO,MF,Brighton,21,2001,7,2,163,1.8,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,3,17,3,0.0,0.0,0.0,0.0,0.0,0.12,0.05,0.17,0.12,0.17,Matches,df10e27c,2,0,0.0,1.1,0.0,0.0,,17.1,0,0.11,-0.2,-0.2,142,154,92.2,2460,520,63,67,94.0,64,67,95.5,13,16,81.3,0.4,-0.1,1,10,4,0,3,1.66,3,0,0,0,0,1,0.55,1,0,0,0,0,0,1,0,0,1,0,1,14.3,6,1,1,1,2,3,0,169,6,3,169,0,0.0,1,100.0,108,1,3,4,136
502,Degnand Gnonto,ITA,FWMF,Leeds United,19,2003,19,12,1120,12.4,2,3,5,2,0,0,5,0,1.4,1.4,1.5,3.0,59,30,121,0.16,0.24,0.4,0.16,0.4,0.12,0.12,0.24,0.12,0.24,Matches,75fdd638,18,7,38.9,1.45,0.56,0.11,0.29,18.8,0,0.08,0.6,0.6,303,427,71.0,3908,1073,188,224,83.9,85,113,75.2,8,16,50.0,1.8,1.5,18,12,15,3,41,3.29,24,3,4,7,0,6,0.48,5,1,0,0,0,0,23,15,6,12,5,9,36.0,16,18,17,4,27,7,0,603,7,35,603,17,26.2,38,58.5,414,15,28,17,435
503,Ben Godfrey,ENG,DF,Everton,25,1998,12,9,712,7.9,0,1,1,0,0,0,2,0,1.2,1.2,0.2,1.4,7,14,6,0.0,0.13,0.13,0.0,0.13,0.16,0.02,0.18,0.16,0.18,Matches,9f7c837d,6,0,0.0,0.67,0.0,0.0,,13.1,0,0.21,-1.2,-1.2,182,281,64.8,3066,1257,91,112,81.3,72,109,66.1,16,42,38.1,0.1,0.8,3,24,1,1,4,0.45,4,0,0,0,0,2,0.22,2,0,0,0,0,0,20,11,13,5,2,11,37.9,18,12,6,8,28,33,1,391,55,8,391,3,37.5,3,37.5,162,0,12,3,159
504,João Gomes,BRA,MFFW,Wolves,22,2001,8,4,434,4.8,1,0,1,1,0,0,5,0,0.2,0.2,0.1,0.4,6,13,8,0.21,0.0,0.21,0.21,0.21,0.05,0.03,0.08,0.05,0.08,Matches,8b57ad2c,3,1,33.3,0.62,0.21,0.33,1.0,21.9,0,0.09,0.8,0.8,170,223,76.2,2472,564,99,115,86.1,57,79,72.2,8,16,50.0,0.1,-0.1,4,10,0,0,12,2.49,8,0,1,2,0,2,0.41,1,0,0,1,0,0,24,11,11,12,1,11,64.7,6,11,8,3,27,10,0,293,15,4,293,6,37.5,6,37.5,138,0,6,2,148
505,Toti Gomes,POR,DF,Wolves,24,1999,12,7,675,7.5,0,0,0,0,0,0,5,0,0.1,0.1,0.2,0.3,2,21,15,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,f0caab96,2,1,50.0,0.27,0.13,0.0,0.0,8.5,0,0.06,-0.1,-0.1,319,389,82.0,5447,1954,146,171,85.4,148,165,89.7,21,44,47.7,0.2,-0.2,3,20,6,2,7,0.93,7,0,0,0,0,1,0.13,1,0,0,0,0,0,9,6,6,3,0,5,71.4,2,14,7,8,17,39,0,478,70,8,478,6,54.5,4,36.4,257,0,5,2,278
506,Joe Gomez,ENG,DF,Liverpool,25,1997,20,14,1376,15.3,0,0,0,0,0,0,3,0,0.2,0.2,0.2,0.3,15,103,4,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,7a11550b,5,1,20.0,0.33,0.07,0.0,0.0,23.0,0,0.03,-0.2,-0.2,1086,1275,85.2,21777,7062,311,352,88.4,640,697,91.8,118,187,63.1,0.7,-0.2,1,116,4,0,17,1.11,14,1,0,0,1,1,0.07,1,0,0,0,0,0,28,21,15,11,2,11,57.9,8,16,5,22,50,50,2,1428,105,4,1428,4,80.0,1,20.0,931,0,12,4,968
507,Sergio Gómez,ESP,DFMF,Manchester City,22,2000,8,0,174,1.9,0,1,1,0,0,0,0,0,0.3,0.3,0.4,0.7,3,10,15,0.0,0.52,0.52,0.0,0.52,0.13,0.21,0.34,0.13,0.34,Matches,01e5f06e,4,0,0.0,2.07,0.0,0.0,,20.0,0,0.06,-0.3,-0.3,133,153,86.9,1991,557,71,77,92.2,49,54,90.7,7,10,70.0,0.2,0.6,2,13,2,0,3,1.55,2,1,0,0,0,1,0.52,1,0,0,0,0,0,5,2,3,1,1,2,50.0,2,5,2,2,7,5,0,176,7,7,176,0,0.0,1,100.0,96,1,3,2,136
508,Anthony Gordon,ENG,FWMF,Newcastle Utd,22,2001,9,2,335,3.7,0,0,0,0,0,0,1,0,0.6,0.6,0.8,1.4,11,12,26,0.0,0.0,0.0,0.0,0.0,0.17,0.22,0.39,0.17,0.39,Matches,2bd83368,5,1,20.0,1.33,0.27,0.0,0.0,15.3,0,0.13,-0.6,-0.6,117,139,84.2,1579,427,78,83,94.0,31,35,88.6,4,9,44.4,0.6,-0.8,5,11,3,0,11,2.92,7,1,0,1,1,1,0.27,1,0,0,0,0,0,11,9,4,5,2,7,43.8,9,6,6,1,12,0,1,187,2,17,187,5,38.5,7,53.8,114,5,12,2,132
572,Demarai Gray,ENG,FWMF,Everton,26,1996,30,26,2360,26.2,4,1,5,2,2,2,3,0,5.6,4.0,3.7,7.7,87,45,185,0.15,0.04,0.19,0.08,0.11,0.21,0.14,0.36,0.15,0.3,Matches,4468ec10,50,20,40.0,1.91,0.76,0.04,0.1,19.8,7,0.08,-1.6,-2.0,549,795,69.1,9298,2061,272,307,88.6,187,247,75.7,66,168,39.3,3.7,-2.7,35,30,17,6,87,3.32,40,24,3,8,1,4,0.15,2,2,0,0,0,0,29,21,7,13,9,15,53.6,13,21,18,11,40,18,0,1116,22,96,1114,30,34.9,39,45.3,687,46,82,63,745
573,Jack Grealish,ENG,FW,Manchester City,27,1995,25,21,1862,20.7,5,6,11,5,0,0,3,0,4.2,4.2,6.1,10.3,131,88,270,0.24,0.29,0.53,0.24,0.53,0.2,0.29,0.5,0.2,0.5,Matches,b0b4fd3e,35,12,34.3,1.69,0.58,0.14,0.42,15.0,0,0.12,0.8,0.8,816,971,84.0,11872,2222,494,538,91.8,261,300,87.0,36,59,61.0,5.6,-0.1,45,24,38,0,94,4.54,65,6,6,11,1,18,0.87,13,1,0,1,2,1,24,15,10,11,3,13,65.0,7,16,14,7,31,7,0,1180,17,124,1180,43,43.0,25,25.0,859,57,32,25,957
574,Sam Greenwood,ENG,MFFW,Leeds United,21,2002,15,2,339,3.8,1,2,3,1,0,0,1,0,0.6,0.6,1.1,1.7,7,13,7,0.27,0.53,0.8,0.27,0.8,0.17,0.3,0.46,0.17,0.46,Matches,f3354c07,11,2,18.2,2.92,0.53,0.09,0.5,24.3,5,0.06,0.4,0.4,99,162,61.1,1809,803,52,60,86.7,26,49,53.1,19,48,39.6,1.0,0.9,13,13,1,0,21,5.59,4,16,0,0,0,3,0.8,0,2,0,1,0,0,11,7,7,4,0,5,33.3,10,9,7,1,12,1,0,220,6,5,220,1,20.0,3,60.0,100,1,5,5,106
575,Pascal Groß,GER,MFDF,Brighton,31,1991,30,30,2631,29.2,6,6,12,6,0,0,3,0,4.4,4.4,9.0,13.3,50,209,174,0.21,0.21,0.41,0.21,0.41,0.15,0.31,0.46,0.15,0.46,Matches,8aec0537,29,13,44.8,0.99,0.44,0.21,0.46,16.3,0,0.15,1.6,1.6,1509,1909,79.0,24338,7083,781,861,90.7,560,669,83.7,118,263,44.9,7.1,-3.0,66,121,57,10,116,3.97,78,31,1,1,1,11,0.38,10,1,0,0,0,0,48,30,18,24,6,22,46.8,25,26,18,12,60,15,1,2115,55,80,2115,14,46.7,13,43.3,1188,6,30,17,1487
576,Vicente Guaita,ESP,GK,Crystal Palace,36,1987,27,27,2430,27.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,ab13a5aa,0,0,,0.0,0.0,,,,0,,0.0,0.0,610,845,72.2,15748,10443,159,161,98.8,258,263,98.1,182,405,44.9,0.0,0.0,0,3,0,0,1,0.04,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,9,1,895,785,0,895,0,,0,,507,0,1,0,383
577,Gonçalo Guedes,POR,FWMF,Wolves,26,1996,13,8,707,7.9,1,1,2,1,0,0,1,0,1.2,1.2,0.5,1.7,20,16,54,0.13,0.13,0.25,0.13,0.25,0.15,0.06,0.22,0.15,0.22,Matches,e6bc67d7,19,6,31.6,2.42,0.76,0.05,0.17,18.4,1,0.06,-0.2,-0.2,138,201,68.7,2297,526,82,97,84.5,40,56,71.4,13,26,50.0,0.5,0.5,9,11,8,2,27,3.44,15,3,1,5,1,1,0.13,1,0,0,0,0,0,8,6,4,3,1,5,62.5,3,4,4,1,9,2,0,280,3,30,280,5,33.3,7,46.7,174,7,17,7,199
